cod_uf,UF,ano,ordem,cod_causa,quantidade,descricao
28,Sergipe,2018,10,V22,30,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
29,Bahia,2008,1,X95,3743,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2008,2,V49,661,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2008,3,X99,530,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2008,4,V89,312,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2008,5,V09,282,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2008,6,X70,236,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2008,7,W69,207,Afogamento e submersão em águas naturais
29,Bahia,2008,8,W74,181,Afogamento e submersão não especificados
29,Bahia,2008,9,X59,179,Exposição a fatores não especificados
29,Bahia,2008,10,V29,160,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2009,1,X95,4239,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2009,2,V49,670,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2009,3,X99,597,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2009,4,V89,331,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2009,5,V09,280,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2009,6,W69,222,Afogamento e submersão em águas naturais
29,Bahia,2009,7,X70,220,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2009,8,V29,200,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2009,9,X59,184,Exposição a fatores não especificados
29,Bahia,2009,10,W74,180,Afogamento e submersão não especificados
29,Bahia,2010,1,X95,4304,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2010,2,V49,698,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2010,3,X99,601,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2010,4,V89,570,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2010,5,V09,442,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2010,6,V29,305,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2010,7,Y00,302,Agressão por meio de um objeto contundente
29,Bahia,2010,8,W69,237,Afogamento e submersão em águas naturais
29,Bahia,2010,9,X70,214,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2010,10,Y09,203,Agressão por meios não especificados
29,Bahia,2011,1,X95,4045,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2011,2,V49,823,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2011,3,X99,637,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2011,4,V89,563,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2011,5,V09,393,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2011,6,V29,315,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2011,7,X70,248,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2011,8,Y00,210,Agressão por meio de um objeto contundente
29,Bahia,2011,9,W69,209,Afogamento e submersão em águas naturais
29,Bahia,2011,10,W18,165,Outras quedas no mesmo nível
29,Bahia,2012,1,X95,4071,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2012,2,V49,831,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2012,3,X99,646,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2012,4,V89,568,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2012,5,X93,444,Agressão por meio de disparo de arma de fogo de mão
29,Bahia,2012,6,V09,364,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2012,7,V29,347,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2012,8,X70,285,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2012,9,W69,227,Afogamento e submersão em águas naturais
29,Bahia,2012,10,Y00,225,Agressão por meio de um objeto contundente
29,Bahia,2013,1,X95,3678,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2013,2,V49,681,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2013,3,X99,624,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2013,4,V89,499,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2013,5,X93,498,Agressão por meio de disparo de arma de fogo de mão
29,Bahia,2013,6,V29,372,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2013,7,V09,355,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2013,8,X70,290,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2013,9,W69,256,Afogamento e submersão em águas naturais
29,Bahia,2013,10,W18,223,Outras quedas no mesmo nível
29,Bahia,2014,1,X95,4220,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2014,2,X99,625,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2014,3,V49,625,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2014,4,V89,509,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2014,5,V29,394,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2014,6,X93,360,Agressão por meio de disparo de arma de fogo de mão
29,Bahia,2014,7,V09,297,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2014,8,Y34,278,Fatos ou eventos não especificados e intenção não determinada
29,Bahia,2014,9,X70,263,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2014,10,W18,263,Outras quedas no mesmo nível
29,Bahia,2015,1,X95,4166,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2015,2,X99,564,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2015,3,V49,521,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2015,4,V89,461,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2015,5,V29,392,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2015,6,X70,319,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2015,7,X93,270,Agressão por meio de disparo de arma de fogo de mão
29,Bahia,2015,8,W69,252,Afogamento e submersão em águas naturais
29,Bahia,2015,9,W18,250,Outras quedas no mesmo nível
29,Bahia,2015,10,Y34,245,Fatos ou eventos não especificados e intenção não determinada
29,Bahia,2016,1,X95,4897,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2016,2,V89,663,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2016,3,X99,581,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2016,4,V49,499,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2016,5,V29,406,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2016,6,Y35,357,Intervenção legal
29,Bahia,2016,7,X70,319,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2016,8,W18,289,Outras quedas no mesmo nível
29,Bahia,2016,9,Y00,269,Agressão por meio de um objeto contundente
29,Bahia,2016,10,X93,213,Agressão por meio de disparo de arma de fogo de mão
29,Bahia,2017,1,X95,5132,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2017,2,X99,660,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2017,3,Y35,602,Intervenção legal
29,Bahia,2017,4,V89,577,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2017,5,V49,515,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2017,6,V29,409,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2017,7,X70,374,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2017,8,W18,367,Outras quedas no mesmo nível
29,Bahia,2017,9,Y00,351,Agressão por meio de um objeto contundente
29,Bahia,2017,10,W69,207,Afogamento e submersão em águas naturais
29,Bahia,2018,1,X95,4658,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
29,Bahia,2018,2,Y35,575,Intervenção legal
29,Bahia,2018,3,X99,518,Agressão por meio de objeto cortante ou penetrante
29,Bahia,2018,4,V49,453,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2018,5,V89,431,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
29,Bahia,2018,6,X70,390,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
29,Bahia,2018,7,V29,376,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
29,Bahia,2018,8,W18,291,Outras quedas no mesmo nível
29,Bahia,2018,9,Y00,286,Agressão por meio de um objeto contundente
29,Bahia,2018,10,V09,189,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2008,1,X95,2492,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2008,2,V49,1020,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2008,3,V89,870,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2008,4,X70,618,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2008,5,X99,547,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2008,6,V09,454,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2008,7,V29,401,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2008,8,W19,217,Queda sem especificação
31,Minas Gerais,2008,9,Y00,204,Agressão por meio de um objeto contundente
31,Minas Gerais,2008,10,X93,181,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2009,1,X95,2276,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2009,2,V49,1083,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2009,3,V89,821,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2009,4,X70,642,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2009,5,X99,565,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2009,6,V09,475,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2009,7,V29,400,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2009,8,W19,269,Queda sem especificação
31,Minas Gerais,2009,9,X93,249,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2009,10,W74,186,Afogamento e submersão não especificados
31,Minas Gerais,2010,1,X95,2192,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2010,2,V49,1172,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2010,3,V89,818,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2010,4,X70,617,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2010,5,X99,594,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2010,6,V09,427,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2010,7,V29,357,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2010,8,W19,289,Queda sem especificação
31,Minas Gerais,2010,9,W01,225,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]"
31,Minas Gerais,2010,10,X93,211,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2011,1,X95,2608,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2011,2,V49,1232,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2011,3,V89,826,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2011,4,X70,749,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2011,5,X99,646,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2011,6,V29,411,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2011,7,V09,371,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2011,8,X93,314,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2011,9,W19,265,Queda sem especificação
31,Minas Gerais,2011,10,Y34,249,Fatos ou eventos não especificados e intenção não determinada
31,Minas Gerais,2012,1,X95,2842,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2012,2,V49,1183,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2012,3,V89,858,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2012,4,X70,799,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2012,5,X99,696,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2012,6,V29,386,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2012,7,V09,344,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2012,8,X93,319,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2012,9,W19,301,Queda sem especificação
31,Minas Gerais,2012,10,Y00,230,Agressão por meio de um objeto contundente
31,Minas Gerais,2013,1,X95,3045,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2013,2,V49,1149,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2013,3,X70,729,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2013,4,V89,668,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2013,5,X99,646,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2013,6,V29,349,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2013,7,X93,324,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2013,8,V09,320,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2013,9,W18,276,Outras quedas no mesmo nível
31,Minas Gerais,2013,10,W19,248,Queda sem especificação
31,Minas Gerais,2014,1,X95,2991,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2014,2,V49,1152,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2014,3,X70,883,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2014,4,X99,652,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2014,5,V89,620,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2014,6,W18,369,Outras quedas no mesmo nível
31,Minas Gerais,2014,7,V09,319,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2014,8,V29,319,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2014,9,W19,282,Queda sem especificação
31,Minas Gerais,2014,10,Y00,264,Agressão por meio de um objeto contundente
31,Minas Gerais,2015,1,X95,2792,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2015,2,V49,995,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2015,3,X70,864,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2015,4,X99,634,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2015,5,V89,489,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2015,6,W18,437,Outras quedas no mesmo nível
31,Minas Gerais,2015,7,V29,341,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2015,8,V09,302,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2015,9,X93,286,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2015,10,W19,254,Queda sem especificação
31,Minas Gerais,2016,1,X95,2827,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2016,2,V49,939,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2016,3,X70,891,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2016,4,X99,647,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2016,5,V89,426,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2016,6,W18,425,Outras quedas no mesmo nível
31,Minas Gerais,2016,7,X93,372,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2016,8,V09,297,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2016,9,W19,290,Queda sem especificação
31,Minas Gerais,2016,10,V29,283,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2017,1,X95,2521,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2017,2,X70,1049,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2017,3,V49,939,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2017,4,X99,612,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2017,5,W18,560,Outras quedas no mesmo nível
31,Minas Gerais,2017,6,X93,364,Agressão por meio de disparo de arma de fogo de mão
31,Minas Gerais,2017,7,V89,355,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2017,8,V29,346,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2017,9,Y34,321,Fatos ou eventos não especificados e intenção não determinada
31,Minas Gerais,2017,10,W19,282,Queda sem especificação
31,Minas Gerais,2018,1,X95,1893,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
31,Minas Gerais,2018,2,X70,1068,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
31,Minas Gerais,2018,3,V49,698,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2018,4,W18,652,Outras quedas no mesmo nível
31,Minas Gerais,2018,5,X99,574,Agressão por meio de objeto cortante ou penetrante
31,Minas Gerais,2018,6,V29,320,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
31,Minas Gerais,2018,7,V89,289,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
31,Minas Gerais,2018,8,W19,272,Queda sem especificação
31,Minas Gerais,2018,9,Y34,266,Fatos ou eventos não especificados e intenção não determinada
31,Minas Gerais,2018,10,X93,259,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2008,1,X95,1098,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2008,2,X93,381,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2008,3,V09,241,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2008,4,V49,215,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2008,5,V29,205,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2008,6,X99,198,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2008,7,V89,168,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2008,8,Y00,153,Agressão por meio de um objeto contundente
32,Espírito Santo,2008,9,W19,113,Queda sem especificação
32,Espírito Santo,2008,10,W18,86,Outras quedas no mesmo nível
32,Espírito Santo,2009,1,X95,1168,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2009,2,X93,361,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2009,3,V29,235,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2009,4,V49,227,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2009,5,V09,182,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2009,6,V89,178,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2009,7,X99,172,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2009,8,Y00,164,Agressão por meio de um objeto contundente
32,Espírito Santo,2009,9,W19,141,Queda sem especificação
32,Espírito Santo,2009,10,W74,108,Afogamento e submersão não especificados
32,Espírito Santo,2010,1,X95,928,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2010,2,X93,384,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2010,3,V49,299,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2010,4,V29,284,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2010,5,V89,220,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2010,6,V09,200,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2010,7,X99,165,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2010,8,Y00,159,Agressão por meio de um objeto contundente
32,Espírito Santo,2010,9,W19,147,Queda sem especificação
32,Espírito Santo,2010,10,X70,79,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
32,Espírito Santo,2011,1,X95,826,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2011,2,X93,485,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2011,3,V49,360,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2011,4,V29,295,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2011,5,V09,204,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2011,6,X99,147,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2011,7,V89,116,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2011,8,Y00,105,Agressão por meio de um objeto contundente
32,Espírito Santo,2011,9,W19,99,Queda sem especificação
32,Espírito Santo,2011,10,X70,91,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
32,Espírito Santo,2012,1,X95,1103,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2012,2,V49,367,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2012,3,V29,286,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2012,4,X93,212,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2012,5,V09,178,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2012,6,X99,175,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2012,7,W19,153,Queda sem especificação
32,Espírito Santo,2012,8,V89,141,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2012,9,W18,119,Outras quedas no mesmo nível
32,Espírito Santo,2012,10,Y00,104,Agressão por meio de um objeto contundente
32,Espírito Santo,2013,1,X95,1095,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2013,2,V49,358,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2013,3,V29,258,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2013,4,X93,167,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2013,5,V09,163,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2013,6,X99,160,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2013,7,V89,149,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2013,8,W01,136,"Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]"
32,Espírito Santo,2013,9,W19,122,Queda sem especificação
32,Espírito Santo,2013,10,Y00,92,Agressão por meio de um objeto contundente
32,Espírito Santo,2014,1,X95,1113,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
32,Espírito Santo,2014,2,V49,316,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2014,3,V29,237,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
32,Espírito Santo,2014,4,X99,164,Agressão por meio de objeto cortante ou penetrante
32,Espírito Santo,2014,5,X93,154,Agressão por meio de disparo de arma de fogo de mão
32,Espírito Santo,2014,6,W19,146,Queda sem especificação
32,Espírito Santo,2014,7,V89,143,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
32,Espírito Santo,2014,8,W18,127,Outras quedas no mesmo nível
